Element,Direction,Pat,Major_Functional_Class,TERM
IL-12p70,Decrease,Pat 3/5,Resolution,negative regulation of interleukin-17 production
IL-12p70,Decrease,Pat 3/5,Immune cell activation,positive regulation of natural killer cell activation
IL-12p70,Decrease,Pat 3/5,Immune cell amplification,positive regulation of mononuclear cell proliferation
IL-12p70,Decrease,Pat 3/5,Tissue destruction,positive regulation of smooth muscle cell apoptotic process
IL-12p70,Decrease,Pat 3/5,Immune cell amplification,negative regulation of smooth muscle cell proliferation
IL-12p70,Decrease,Pat 3/5,Immune cell amplification,positive regulation of lymphocyte proliferation
IL-12p70,Decrease,Pat 3/5,Resolution,negative regulation of protein secretion
IL-12p70,Decrease,Pat 3/5,Immune cell activation,positive regulation of NK T cell activation
IL-12p70,Decrease,Pat 3/5,Tissue destruction,extrinsic apoptotic signaling pathway
IL-12p70,Decrease,Pat 3/5,Resolution,negative regulation of vascular endothelial growth factor signaling pathway
IL-12p70,Decrease,Pat 3/5,Immune cell amplification,negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis
IL-12p70,Decrease,Pat 3/5,Immune cell positioning,positive regulation of dendritic cell chemotaxis
IL-15,Decrease,Pat 3/5,Immune cell amplification,natural killer cell proliferation
IL-15,Decrease,Pat 3/5,Immune cell activation,positive regulation of cytokine production
IL-15,Decrease,Pat 3/5,Immune cell amplification,NK T cell proliferation
IL-15,Decrease,Pat 3/5,Immune cell amplification,positive regulation of cell population proliferation
IL-15,Decrease,Pat 3/5,Immune cell amplification,positive regulation of natural killer cell proliferation
IL-15,Decrease,Pat 3/5,Immune cell amplification,positive regulation of T cell proliferation
IL-15,Decrease,Pat 3/5,Immune cell activation,neutrophil activation
IL-15,Decrease,Pat 3/5,Resolution,negative regulation of cold-induced thermogenesis
sCD40L,Decrease,Pat 3/5,Immune cell activation,platelet activation
sCD40L,Decrease,Pat 3/5,Immune cell amplification,B cell proliferation
sCD40L,Decrease,Pat 3/5,Immune cell amplification,positive regulation of T cell proliferation
sCD40L,Decrease,Pat 3/5,Resolution,negative regulation of apoptotic process
sCD40L,Decrease,Pat 3/5,Tissue destruction,positive regulation of endothelial cell apoptotic process
sCD40L,Decrease,Pat 3/5,Tissue destruction,positive regulation of extrinsic apoptotic signaling pathway
IL-17A,Decrease,Pat 3/5,Tissue destruction,apoptotic process
IL-17A,Decrease,Pat 3/5,Tissue destruction,cell death
IL-17A,Decrease,Pat 3/5,Immune cell amplification,keratinocyte proliferation
IL-17A,Decrease,Pat 3/5,Immune cell activation,innate immune response
IL-17A,Decrease,Pat 3/5,Bone remodeling,positive regulation of osteoclast differentiation
IL-17A,Decrease,Pat 3/5,Tissue construction / repair,intestinal epithelial structure maintenance
IL-17A,Decrease,Pat 3/5,Immune cell activation,fibroblast activation
IL-17A,Decrease,Pat 3/5,Immune cell positioning,granulocyte migration
IL-17A,Decrease,Pat 3/5,Resolution,negative regulation of inflammatory response to wounding
IL-17A,Decrease,Pat 3/5,Immune cell activation,positive regulation of cytokine production involved in inflammatory response
IL-1A,Decrease,Pat 3/5,Immune cell activation,cytokine production
IL-1A,Decrease,Pat 3/5,Immune cell activation,positive regulation of cytokine production
IL-1A,Decrease,Pat 3/5,Tissue construction / repair,connective tissue replacement involved in inflammatory response wound healing
IL-1A,Decrease,Pat 3/5,Tissue destruction,apoptotic process
IL-1A,Decrease,Pat 3/5,Immune cell amplification,negative regulation of cell population proliferation
IL-1A,Decrease,Pat 3/5,Immune cell amplification,positive regulation of immature T cell proliferation in thymus
IL-1A,Decrease,Pat 3/5,Tissue destruction,ectopic germ cell programmed cell death
IL-1A,Decrease,Pat 3/5,Tissue construction / repair,positive regulation of angiogenesis
IL-1A,Decrease,Pat 3/5,Tissue destruction,extrinsic apoptotic signaling pathway in absence of ligand
IL-1A,Decrease,Pat 3/5,Immune cell positioning,positive regulation of neutrophil migration
IL-1A,Decrease,Pat 3/5,Resolution,negative regulation of establishment of Sertoli cell barrier
IL-1A,Decrease,Pat 3/5,Resolution,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand
IL-1B,Decrease,Pat 3/5,Immune cell activation,cytokine production
IL-1B,Decrease,Pat 3/5,Tissue destruction,apoptotic process
IL-1B,Decrease,Pat 3/5,Immune cell amplification,positive regulation of cell population proliferation
IL-1B,Decrease,Pat 3/5,Immune cell amplification,negative regulation of cell population proliferation
IL-1B,Decrease,Pat 3/5,Tissue construction / repair,positive regulation of epithelial to mesenchymal transition
IL-1B,Decrease,Pat 3/5,Resolution,negative regulation of D-glucose transmembrane transport
IL-1B,Decrease,Pat 3/5,Immune cell positioning,positive regulation of cell migration
IL-1B,Decrease,Pat 3/5,Immune cell positioning,neutrophil chemotaxis
IL-1B,Decrease,Pat 3/5,Immune cell amplification,positive regulation of immature T cell proliferation in thymus
IL-1B,Decrease,Pat 3/5,Tissue destruction,ectopic germ cell programmed cell death
IL-1B,Decrease,Pat 3/5,Immune cell amplification,positive regulation of T cell proliferation
IL-1B,Decrease,Pat 3/5,Resolution,negative regulation of MAP kinase activity
IL-1B,Decrease,Pat 3/5,Tissue construction / repair,positive regulation of angiogenesis
IL-1B,Decrease,Pat 3/5,Resolution,negative regulation of lipid metabolic process
IL-1B,Decrease,Pat 3/5,Immune cell activation,positive regulation of complement activation
IL-1B,Decrease,Pat 3/5,Resolution,negative regulation of insulin receptor signaling pathway
IL-1B,Decrease,Pat 3/5,Immune cell activation,astrocyte activation
IL-1B,Decrease,Pat 3/5,Resolution,negative regulation of neurogenesis
IL-1B,Decrease,Pat 3/5,Resolution,negative regulation of synaptic transmission
IL-1B,Decrease,Pat 3/5,Resolution,negative regulation of lipid catabolic process
IL-1B,Decrease,Pat 3/5,Immune cell amplification,positive regulation of glial cell proliferation
IL-1B,Decrease,Pat 3/5,Resolution,negative regulation of adiponectin secretion
IL-1B,Decrease,Pat 3/5,Tissue destruction,extrinsic apoptotic signaling pathway in absence of ligand
IL-1B,Decrease,Pat 3/5,Resolution,negative regulation of gap junction assembly
IL-1B,Decrease,Pat 3/5,Immune cell activation,positive regulation of T-helper 1 cell cytokine production
IL-1B,Decrease,Pat 3/5,Resolution,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand
IL-2,Decrease,Pat 3/5,Immune cell activation,leukocyte activation involved in immune response
IL-2,Decrease,Pat 3/5,Resolution,negative regulation of B cell apoptotic process
IL-2,Decrease,Pat 3/5,Immune cell amplification,positive regulation of cell population proliferation
IL-2,Decrease,Pat 3/5,Immune cell activation,natural killer cell activation
IL-2,Decrease,Pat 3/5,Immune cell amplification,positive regulation of B cell proliferation
IL-2,Decrease,Pat 3/5,Immune cell amplification,positive regulation of activated T cell proliferation
IL-2,Decrease,Pat 3/5,Resolution,negative regulation of apoptotic process
IL-2,Decrease,Pat 3/5,Immune cell amplification,regulation of T cell homeostatic proliferation
IL-2,Decrease,Pat 3/5,Immune cell amplification,negative regulation of lymphocyte proliferation
IL-2,Decrease,Pat 3/5,Resolution,negative regulation of inflammatory response
IL-2,Decrease,Pat 3/5,Immune cell amplification,activated T cell proliferation
IL-2,Decrease,Pat 3/5,Tissue destruction,extrinsic apoptotic signaling pathway in absence of ligand
IL-2,Decrease,Pat 3/5,Resolution,negative regulation of T-helper 17 cell differentiation
IL-2,Decrease,Pat 3/5,Immune cell amplification,"regulation of CD4-positive, alpha-beta T cell proliferation"
MIP-1B,Increase,Pat 3/5,Immune cell positioning,positive regulation of cell migration
MIP-1B,Increase,Pat 3/5,Resolution,negative regulation by host of viral transcription
MIP-1B,Increase,Pat 3/5,Immune cell positioning,eosinophil chemotaxis
MIP-1B,Increase,Pat 3/5,Immune cell positioning,positive regulation of natural killer cell chemotaxis
RANTES,Decrease,Pat 3/5,Immune cell positioning,dendritic cell chemotaxis
RANTES,Decrease,Pat 3/5,Immune cell positioning,monocyte chemotaxis
RANTES,Decrease,Pat 3/5,Immune cell positioning,chemotaxis
RANTES,Decrease,Pat 3/5,Immune cell positioning,positive regulation of macrophage chemotaxis
RANTES,Decrease,Pat 3/5,Immune cell positioning,positive regulation of T cell chemotaxis
RANTES,Decrease,Pat 3/5,Immune cell positioning,positive regulation of smooth muscle cell migration
RANTES,Decrease,Pat 3/5,Immune cell positioning,positive regulation of cell migration
RANTES,Decrease,Pat 3/5,Immune cell activation,activation of phospholipase D activity
RANTES,Decrease,Pat 3/5,Immune cell amplification,positive regulation of T cell proliferation
RANTES,Decrease,Pat 3/5,Immune cell activation,neutrophil activation
RANTES,Decrease,Pat 3/5,Resolution,negative regulation by host of viral transcription
RANTES,Decrease,Pat 3/5,Resolution,negative regulation of viral genome replication
RANTES,Decrease,Pat 3/5,Immune cell activation,positive regulation of innate immune response
RANTES,Decrease,Pat 3/5,Resolution,negative regulation of G protein-coupled receptor signaling pathway
RANTES,Decrease,Pat 3/5,Immune cell positioning,eosinophil chemotaxis
RANTES,Decrease,Pat 3/5,Immune cell positioning,macrophage chemotaxis
RANTES,Decrease,Pat 3/5,Immune cell amplification,positive regulation of smooth muscle cell proliferation
RANTES,Decrease,Pat 3/5,Immune cell amplification,epithelial cell proliferation
RANTES,Decrease,Pat 3/5,Immune cell amplification,positive regulation of epithelial cell proliferation
RANTES,Decrease,Pat 3/5,Immune cell activation,regulation of T cell activation
RANTES,Decrease,Pat 3/5,Immune cell positioning,positive chemotaxis
RANTES,Decrease,Pat 3/5,Resolution,negative regulation of chemokine-mediated signaling pathway
RANTES,Decrease,Pat 3/5,Resolution,negative regulation of T cell apoptotic process
RANTES,Decrease,Pat 3/5,Tissue destruction,positive regulation of T cell apoptotic process
RANTES,Decrease,Pat 3/5,Immune cell positioning,positive regulation of monocyte chemotaxis
RANTES,Decrease,Pat 3/5,Resolution,negative regulation of macrophage apoptotic process
RANTES,Decrease,Pat 3/5,Immune cell positioning,positive regulation of T cell migration
RANTES,Decrease,Pat 3/5,Immune cell positioning,positive regulation of natural killer cell chemotaxis
MMP-1,Decrease,Pat 3/5,Tissue construction / repair,extracellular matrix organization
RANKL,Decrease,Pat 3/5,Resolution,negative regulation of transcription by RNA polymerase II
RANKL,Decrease,Pat 3/5,Immune cell amplification,osteoclast proliferation
RANKL,Decrease,Pat 3/5,Immune cell positioning,monocyte chemotaxis
RANKL,Decrease,Pat 3/5,Bone remodeling,osteoclast differentiation
RANKL,Decrease,Pat 3/5,Immune cell amplification,mammary gland epithelial cell proliferation
RANKL,Decrease,Pat 3/5,Bone remodeling,osteoclast development
RANKL,Decrease,Pat 3/5,Tissue destruction,bone resorption
RANKL,Decrease,Pat 3/5,Bone remodeling,positive regulation of osteoclast differentiation
RANKL,Decrease,Pat 3/5,Tissue destruction,positive regulation of bone resorption
RANKL,Decrease,Pat 3/5,Immune cell activation,positive regulation of T cell activation
RANKL,Decrease,Pat 3/5,Bone remodeling,positive regulation of osteoclast development
RANKL,Decrease,Pat 3/5,Tissue destruction,positive regulation of extrinsic apoptotic signaling pathway
GDF-15,Decrease,Pat 3/5,Immune cell positioning,negative regulation of leukocyte migration
GDF-15,Decrease,Pat 3/5,Resolution,negative regulation of transforming growth factor beta receptor signaling pathway
GDF-15,Decrease,Pat 3/5,Resolution,negative regulation of appetite
GDF-15,Decrease,Pat 3/5,Resolution,negative regulation of multicellular organism growth
GDF-15,Decrease,Pat 3/5,Resolution,negative regulation of SMAD protein signal transduction
GDF-15,Decrease,Pat 3/5,Resolution,negative regulation of growth hormone receptor signaling pathway
MCP-4,Decrease,Pat 3/5,Immune cell positioning,chemotaxis
MCP-4,Decrease,Pat 3/5,Immune cell positioning,positive regulation of cell migration
MCP-4,Decrease,Pat 3/5,Immune cell positioning,eosinophil chemotaxis
TRAP5,Decrease,Pat 3/5,Immune cell activation,negative regulation of macrophage cytokine production
TRAP5,Decrease,Pat 3/5,Resolution,negative regulation of interleukin-1 beta production
TRAP5,Decrease,Pat 3/5,Resolution,negative regulation of interleukin-12 production
TRAP5,Decrease,Pat 3/5,Resolution,negative regulation of tumor necrosis factor production
TRAP5,Decrease,Pat 3/5,Resolution,negative regulation of superoxide anion generation
TRAP5,Decrease,Pat 3/5,Resolution,negative regulation of nitric oxide biosynthetic process
TRAP5,Decrease,Pat 3/5,Tissue destruction,bone resorption
TRAP5,Decrease,Pat 3/5,Resolution,negative regulation of inflammatory response
OPG,Decrease,Pat 3/5,Tissue destruction,apoptotic process
OPG,Decrease,Pat 3/5,Resolution,negative regulation of tumor necrosis factor-mediated signaling pathway
OPG,Decrease,Pat 3/5,Tissue construction / repair,extracellular matrix organization
OPG,Decrease,Pat 3/5,Resolution,negative regulation of odontogenesis of dentin-containing tooth
OPG,Decrease,Pat 3/5,Resolution,negative regulation of osteoclast differentiation
OPG,Decrease,Pat 3/5,Resolution,negative regulation of bone resorption
YKL40,Decrease,Pat 3/5,Tissue destruction,apoptotic process
YKL40,Decrease,Pat 3/5,Immune cell activation,activation of NF-kappaB-inducing kinase activity
YKL40,Decrease,Pat 3/5,Tissue construction / repair,positive regulation of angiogenesis
YKL40,Decrease,Pat 3/5,Tissue destruction,cartilage development
